Ticker,Nom du fonds,Frais,Distribution,Réplication,ISIN
FJAN.L,First Trust Vest U.S. Equity Buffer UCITS ETF - January Class A Accumulation,"0,85%",Capitalisation,Réplication complète,IE000MDKBOB3
FTGG.DE,First Trust Germany AlphaDEX UCITS ETF Dist,"0,65%",Distribution,Réplication complète,IE00BWTNM966
DE000A4A59D2.SG,Bitwise Solana Staking ETP,"0,85%",Capitalisation,Physiquement garanti,DE000A4A59D2
LU2439119236.SG,Amundi MSCI AC Far East ex Japan ESG Leaders Select UCITS ETF DR (C),"0,25%",Capitalisation,Réplication complète,LU2439119236
DE000A4AKW34.SG,Bitwise Diaman Bitcoin & Gold ETP,"1,49%",Capitalisation,Physiquement garanti,DE000A4AKW34
ICBR.SW,Invesco Cybersecurity UCITS ETF Acc,"0,35%",Capitalisation,Réplication complète,IE00072RHT03
MJUN.DE,First Trust Vest U.S. Equity Max Buffer UCITS ETF - June Class A Accumulation,"0,85%",Capitalisation,Réplication complète,IE000CO3P697
JGEH.MI,JPMorgan Active US Growth UCITS ETF EUR Hedged (acc),"0,49%",Capitalisation,Réplication complète,IE000UZZ5SU2
LU2361257269.SG,Xtrackers II J.P. Morgan USD Emerging Markets Bond UCITS ETF 1D - EUR Hedged,"0,40%",Distribution,Échantillonnage optimisé,LU2361257269
IE00053WDH64.SG,Invesco Hydrogen Economy UCITS ETF Acc,"0,60%",Capitalisation,Réplication complète,IE00053WDH64
IE000LH4DDC2.SG,Tabula Global High Yield Fallen Angels Paris-aligned Climate UCITS ETF EUR Hedged Acc,"0,55%",Capitalisation,Échantillonnage,IE000LH4DDC2
LU2490201840.SG,Amundi MSCI Japan ESG Broad Transition UCITS ETF - Hedged EUR (C),"0,20%",Capitalisation,Réplication complète,LU2490201840
JPVE.DE,JPMorgan Active US Value UCITS ETF EUR Hedged (acc),"0,49%",Capitalisation,Réplication complète,IE000CQQ22C8
IE00021E4FE3.SG,Invesco EUR Corporate Bond ESG Multi-Factor UCITS ETF Acc,"0,19%",Capitalisation,Réplication complète,IE00021E4FE3
XDBG.L,Xtrackers Bloomberg Commodity ex-Agriculture & Livestock Swap UCITS ETF 3C GBP Hedged,"0,39%",Capitalisation,Basée sur swap non financé,LU0460391906
WOOE.AS,iShares Global Timber & Forestry UCITS ETF USD (Acc),"0,65%",Capitalisation,Réplication complète,IE0003ZXNJY5
IE000LG4J7E7.SG,WisdomTree Recycling UCITS ETF USD Acc,"0,45%",Capitalisation,Réplication complète,IE000LG4J7E7
INGE.DE,Amundi JP Morgan INR India Government Bond UCITS ETF Acc,"0,30%",Capitalisation,Échantillonnage,IE0004W4ZVJ5
EDEF.DE,BNP Paribas Easy Bloomberg Europe Defense UCITS ETF Dist,"0,18%",Distribution,Réplication complète,LU3047998979
100H.L,Amundi FTSE 100 UCITS ETF USD Hedged Acc,"0,30%",Capitalisation,Basée sur swap non financé,LU1650492504
XLIQ.DE,Xtrackers II EUR Covered Bond Swap UCITS ETF 1C 1C,"0,20%",Capitalisation,Basée sur swap non financé,LU0820950128
IE00BNC0M350.SG,UBS MSCI USA Universal UCITS ETF USD acc,"0,07%",Capitalisation,Réplication complète,IE00BNC0M350
FGBL.PA,First Trust Global Equity Income UCITS ETF Acc,"0,60%",Capitalisation,Réplication complète,IE00BYTH6121
BSRID.PA,BNP Paribas Easy EUR Aggregate Bond SRI Fossil Free UCITS ETF Distribution,"0,15%",Distribution,Réplication complète,LU2533812728
XDGS.DE,Xtrackers MSCI Global Social Fairness Contributors UCITS ETF 1C 1C,"0,35%",Capitalisation,Réplication complète,IE000L2IS494
IE000FBG59J1.SG,JPMorgan Green Social Sustainable Bond UCITS ETF EUR Hedged (acc),"0,33%",Capitalisation,Réplication complète,IE000FBG59J1
IE0006BDZN36.SG,UBS EUR Overnight Rate SF UCITS ETF EUR acc,"0,10%",Capitalisation,Basée sur swap,IE0006BDZN36
SRWG.L,UBS MSCI World Socially Responsible UCITS ETF hGBP dis,"0,22%",Distribution,Réplication complète,IE00BK72HN04
HEAT.L,WisdomTree Heating Oil,"0,49%",Capitalisation,Basée sur swap,GB00B15KXY63
XFRM.L,WisdomTree Broad Commodities Ex-Agriculture and Livestock,"0,49%",Capitalisation,Basée sur swap,JE00B6SV8B36
JARG.L,Amundi MSCI Japan SRI Climate Paris Aligned UCITS ETF DR - GBP (D),"0,12%",Distribution,Réplication complète,LU2469335025
ASWM.MU,Rex Crypto Equity Income & Growth UCITS ETF,"0,65%",Distribution,Réplication complète,IE0008BA4TY1
SP1E.SW,L&G S&P 100 Equal Weight UCITS ETF USD Acc,"0,19%",Capitalisation,Réplication complète,IE000YELA4E3
ISJH.PA,Amundi Label ISR Actions Japon UCITS ETF EUR Hedged Acc,"0,22%",Capitalisation,Réplication complète,FR001400SDK4
LCDE.DE,BNP Paribas Easy Low Carbon 100 Eurozone PAB UCITS ETF Cap EUR,"0,30%",Capitalisation,Réplication complète,LU2194448267
BCFC.DE,UBS CMCI Future Commodity SF UCITS ETF USD acc,"0,34%",Capitalisation,Basée sur swap,IE000WJCYGB4
LU2082999058.SG,Amundi STOXX Europe 600 Telecommunications UCITS ETF Dist,"0,30%",Distribution,Basée sur swap non financé,LU2082999058
IE000P3D0W60.SG,WisdomTree Renewable Energy UCITS ETF USD Unhedged Acc,"0,45%",Capitalisation,Réplication complète,IE000P3D0W60
FLUSA.MI,Franklin US Treasury 0-1 Year UCITS ETF USD (Acc),"0,05%",Capitalisation,Échantillonnage,IE000E02WFD5
6PSW.SG,First Trust FactorFX UCITS ETF EUR Hedged Acc,"0,75%",Capitalisation,Réplication complète,IE00BD5HBS12
BE28.DE,Invesco BulletShares 2028 EUR Corporate Bond UCITS ETF Dist,"0,10%",Distribution,Échantillonnage,IE000LKGEZQ6
LUMV.L,Ossiam US Minimum Variance ESG NR UCITS ETF 1A (USD),"0,65%",Capitalisation,Réplication complète,IE00BHNGHW42
HOGS.L,WisdomTree Lean Hogs,"0,49%",Capitalisation,Basée sur swap,JE00BN7KB771
CN50.MI,Invesco ChiNext 50 UCITS ETF Acc,"0,49%",Capitalisation,Réplication complète,IE000AWRDWI7
XBUS.L,Xtrackers II Germany Government Bond UCITS ETF 2C - USD Hedged,"0,20%",Capitalisation,Échantillonnage,LU2523866379
DE000A3GWNE8.SG,VanEck Algorand ETN,"1,50%",Capitalisation,Physiquement garanti,DE000A3GWNE8
HWWS.L,HSBC Multi Factor Worldwide Equity UCITS ETF USD (Acc),"0,25%",Capitalisation,Réplication complète,IE0000378O66
BS29.L,Invesco BulletShares 2029 USD Corporate Bond UCITS ETF Dist,"0,10%",Distribution,Échantillonnage,IE000C5Q64P6
UDVD.DE,Franklin US Dividend Tilt UCITS ETF (Dis),"0,12%",Distribution,Réplication complète,IE000Z4OBQK4
JE00B24DMC49.SG,WisdomTree Broad Commodities Longer Dated,"0,49%",Capitalisation,Basée sur swap,JE00B24DMC49
IE000TB3YTV4.SG,WisdomTree Global Automotive Innovators UCITS ETF USD Unhedged Acc,"0,45%",Capitalisation,Réplication complète,IE000TB3YTV4
EXIF.DE,iShares Dow Jones Global Titans 50 UCITS ETF (DE) EUR (Acc),"0,51%",Capitalisation,Échantillonnage optimisé,DE000A2QP4C4
GEMS.L,Goldman Sachs Emerging Markets Green and Social Bond Active UCITS ETF USD (Dist),"0,55%",Distribution,Réplication complète,IE000EC86C06
GBPO.L,UBS GBP Overnight Rate SF UCITS ETF GBP acc,"0,10%",Capitalisation,Basée sur swap,IE000WNEYKM1
LU2697596828.SG,BNP Paribas Easy Sustainable EUR Corporate Bond UCITS ETF Distribution,"0,18%",Distribution,Réplication complète,LU2697596828
IE000TB7IEF3.SG,JPMorgan BetaBuilders China Aggregate Bond UCITS ETF USD (acc),"0,25%",Capitalisation,Réplication complète,IE000TB7IEF3
GCBE.L,Invesco Global Corporate Bond ESG Climate Transition UCITS ETF Dist,"0,15%",Distribution,Échantillonnage optimisé,IE000FVQW7E7
EXCN.DE,Franklin FTSE Emerging ex China UCITS ETF USD Capitalisation,"0,11%",Capitalisation,Réplication complète,IE0006D3PGW3
IE000RN036E0.SG,First Trust Alerian Disruptive Technology Real Estate UCITS ETF Acc,"0,60%",Capitalisation,Réplication complète,IE000RN036E0
IE000ENYES77.SG,Amundi S&P Global Financials ESG UCITS ETF DR EUR (D),"0,18%",Distribution,Réplication complète,IE000ENYES77
IE0003WEWAX4.SG,Franklin Future Of Health And Wellness UCITS ETF,"0,30%",Capitalisation,Réplication complète,IE0003WEWAX4
JPEY.DE,JPMorgan USD High Yield Bond Active UCITS ETF EUR Hedged (dist),"0,45%",Distribution,Réplication complète,IE000R7DCW45
JREW.DE,JPMorgan All Country Research Enhanced Index Equity Active UCITS ETF EUR (acc),"0,25%",Capitalisation,Réplication complète,IE000T4LTZ00
ITEH.L,iShares Italy Government Bond UCITS ETF USD Hedged (Acc),"0,22%",Capitalisation,Échantillonnage,IE00BFMM9235
CATL.L,WisdomTree Live Cattle,"0,49%",Capitalisation,Basée sur swap,GB00B15KY096
EU03.DE,iShares EUR Government Bond 0-3 Month UCITS ETF EUR (Dist),"0,07%",Distribution,Échantillonnage optimisé,IE000LJ2O0V5
IE000783LRG9.SG,JPMorgan Eurozone Research Enhanced Index Equity (ESG) UCITS ETF EUR (dist),"0,25%",Distribution,Réplication complète,IE000783LRG9
JULF.L,First Trust Vest U.S. Equity Buffer UCITS ETF - July Class A Accumulation,"0,85%",Capitalisation,Réplication complète,IE000YJBT6I5
JRWE.MI,JPMorgan All Country Research Enhanced Index Equity Active UCITS ETF EUR Hedged (acc),"0,25%",Capitalisation,Réplication complète,IE0001JABD69
IE000CYGD0V1.SG,JPMorgan Global Emerging Markets Research Enhanced Index Equity SRI Paris Aligned Active UCITS ETF USD (dist),"0,30%",Distribution,Réplication complète,IE000CYGD0V1
LU2823895763.SG,BNP Paribas Easy Sustainable EUR Corporate Bond December 2032 UCITS ETF Dist,"0,12%",Distribution,Réplication complète,LU2823895763
IE00080CTQA4.SG,Ossiam ESG Shiller Barclays CAPE Europe Sector UCITS ETF 1D (EUR),"0,75%",Distribution,Réplication complète,IE00080CTQA4
MCTA.DE,iShares MSCI EMU Climate Transition Aware UCITS ETF EUR (Acc),"0,12%",Capitalisation,Réplication complète,IE0006PTRUI8
FSMU.L,Fidelity Global Corp Bond Research Enhanced PAB UCITS ETF INC-USD (hedged),"0,30%",Distribution,Réplication complète,IE0005E8N9I1
HDBA.L,HSBC Global Sustainable Development Bank Bonds UCITS ETF C,"0,15%",Capitalisation,Échantillonnage,IE000L6BRPZ8
MIST.L,PIMCO US Dollar Short Maturity UCITS ETF GBP Hedged Acc,"0,40%",Capitalisation,Échantillonnage optimisé,IE00BK9YKZ79
GB00BNGJ9H18.SG,WisdomTree Physical Polkadot,"0,50%",Capitalisation,Physiquement garanti,GB00BNGJ9H18
GB00BNRRF980.SG,CoinShares Physical Staked Cosmos,"0,00%",Capitalisation,Physiquement garanti,GB00BNRRF980
WINA.AS,iShares World Equity High Income UCITS ETF USD (Acc),"0,35%",Capitalisation,Réplication complète,IE0000P0RPE6
WENU.DE,WisdomTree Strategic Metals UCITS ETF USD Acc,"0,55%",Capitalisation,Basée sur swap non financé,IE0007UE04X9
BCFM.DE,UBS Nasdaq-100 ESG Enhanced UCITS ETF USD acc,"0,15%",Capitalisation,Réplication complète,IE000PWGE381
WCTD.AS,iShares MSCI World Climate Transition Aware UCITS ETF USD (Dist),"0,20%",Distribution,Réplication complète,IE000YNE6S57
XS2937253818.SG,HANetf Sprott Physical Uranium ETC,"0,55%",Capitalisation,Physiquement garanti,XS2937253818
BBDD.L,JPMorgan BetaBuilders US Equity UCITS ETF (Dist),"0,05%",Distribution,Échantillonnage optimisé,IE00BJK9H860
HYFC.L,Invesco US High Yield Fallen Angels UCITS ETF Acc,"0,45%",Capitalisation,Échantillonnage,IE0009D6K2A2
IE000C7DDDX4.SG,Franklin FTSE Saudi Arabia UCITS ETF,"0,39%",Capitalisation,Réplication complète,IE000C7DDDX4
XGED.L,Xtrackers II Eurozone Government Bond 3-5 UCITS ETF 2C - USD Hedged,"0,20%",Capitalisation,Échantillonnage optimisé,LU2606231335
3SUU.DE,iShares MSCI USA Swap UCITS ETF EUR Hedged (Dist),"0,05%",Distribution,Basée sur swap non financé,IE000YD0IAD2
3SUS.DE,iShares MSCI USA Swap UCITS ETF EUR Hedged (Acc),"0,05%",Capitalisation,Basée sur swap non financé,IE000QZ7JON9
SDG9.L,"Xtrackers MSCI Global SDG 9 Industry, Innovation & Infrastructure UCITS ETF 1C 1C","0,35%",Capitalisation,Réplication complète,IE0005E47AH7
IE0002UMVXQ1.SG,JPMorgan US Research Enhanced Index Equity SRI Paris Aligned UCITS ETF USD (dist),"0,20%",Distribution,Échantillonnage optimisé,IE0002UMVXQ1
XZWS.L,Xtrackers II ESG Global Government Bond UCITS ETF 2D - GBP Hedged,"0,25%",Distribution,Échantillonnage,LU2385068247
MARQ.L,First Trust Vest Nasdaq-100® Moderate Buffer UCITS ETF - March Class A Accumulation,"0,90%",Capitalisation,Réplication complète,IE0006S0EBF2
JE00B78NNS84.SG,WisdomTree Broad Commodities - EUR Daily Hedged,"0,49%",Capitalisation,Basée sur swap,JE00B78NNS84
BJLT.DE,BNP Paribas Easy EUR Corporate Bond SRI Fossil Free 7-10Y UCITS ETF Dist,"0,15%",Distribution,Réplication complète,LU2742532745
IE000GAKWFA7.SG,First Trust Vest Nasdaq-100® Moderate Buffer UCITS ETF - December Class A Accumulation,"0,90%",Capitalisation,Réplication complète,IE000GAKWFA7
IE000N1ZEIG9.SG,Invesco S&P 500 CTB Net Zero Pathway ESG UCITS ETF Acc,"0,09%",Capitalisation,Réplication complète,IE000N1ZEIG9
HEDP.L,WisdomTree Europe Equity UCITS ETF GBP Hedged,"0,35%",Distribution,Réplication complète,IE00BYQCZQ89
DE000A3G9SE0.SG,DDA Bitcoin Macro ETP,"0,00%",Capitalisation,Physiquement garanti,DE000A3G9SE0
BE27.DE,Invesco BulletShares 2027 EUR Corporate Bond UCITS ETF Dist,"0,10%",Distribution,Échantillonnage,IE000XOS4OJ6
WATT.L,WisdomTree Battery Metals,"0,45%",Capitalisation,Basée sur swap,XS2425842106
IE000JS4ANL9.SG,JPMorgan Global Government Bond Active UCITS ETF USD (acc),"0,23%",Capitalisation,Réplication complète,IE000JS4ANL9
S5EW.L,UBS S&P 500 Equal Weight SF UCITS ETF USD dis,"0,12%",Distribution,Basée sur swap,IE000OAZZ3X6
IE000E6TPCH9.SG,Invesco S&P 500 Quality UCITS ETF Acc,"0,20%",Capitalisation,Réplication complète,IE000E6TPCH9
BCFD.DE,UBS MSCI Canada Universal UCITS ETF CAD acc,"0,33%",Capitalisation,Réplication complète,IE0004YRJHW4
JE00B24DMK23.SG,WisdomTree Agriculture Longer Dated,"0,49%",Capitalisation,Basée sur swap,JE00B24DMK23
MTHU.L,Amundi Euro Government Bond 25+Y UCITS ETF USD Hedged Acc,"0,09%",Capitalisation,Réplication complète,LU2891727930
USDO.L,UBS USD Overnight Rate SF UCITS ETF USD acc,"0,10%",Capitalisation,Basée sur swap,IE000QVOGR82
IE000LHP8TA1.SG,JPMorgan Active Global Aggregate Bond UCITS ETF USD (dist),"0,30%",Distribution,Réplication complète,IE000LHP8TA1
JIBG.L,JPMorgan USD Corporate Bond Research Enhanced Index (ESG) UCITS ETF,"0,04%",Distribution,Échantillonnage,IE00BN4RDY28
GB00B15KY435.SG,WisdomTree Soybean Oil,"0,49%",Capitalisation,Basée sur swap,GB00B15KY435
EJAPU.PA,BNP Paribas Easy MSCI Japan Min TE UCITS ETF USD,"0,16%",Capitalisation,Réplication complète,LU2800573128
HGVU.L,HSBC Global Government Bond UCITS ETF C USD Hedged,"0,10%",Capitalisation,Échantillonnage,IE0006NCFSW9
XS2284324667.SG,WisdomTree Energy Enhanced - EUR Daily Hedged,"0,40%",Capitalisation,Basée sur swap,XS2284324667
UFSD.L,iShares STOXX USA Equity Multifactor UCITS ETF USD (Dist),"0,20%",Distribution,Échantillonnage optimisé,IE00BG13YZ23
B26G.L,Invesco BulletShares 2026 USD Corporate Bond UCITS ETF GBP Hdg Dist,"0,12%",Distribution,Échantillonnage,IE0001AXQAS6
B27G.L,Invesco BulletShares 2027 USD Corporate Bond UCITS ETF GBP Hdg Dist,"0,12%",Distribution,Échantillonnage,IE00025DKLQ3
LU2439735890.SG,Amundi China CNY Bonds UCITS ETF DR (C),"0,20%",Capitalisation,Échantillonnage,LU2439735890
FEQP.L,Fidelity Europe Quality Income UCITS ETF,"0,35%",Capitalisation,Réplication complète,IE00BYSX4408
XCOU.L,Amundi Global Aggregate Proceeds Bond 1-10Y UCITS ETF USD Hedged Acc,"0,15%",Capitalisation,Échantillonnage,LU1981860239
WOGH.L,iShares World Equity Enhanced Active UCITS ETF GBP Hedged (Acc),"0,30%",Capitalisation,Réplication complète,IE000ZYE17Z0
FJPI.DE,Fidelity Japan Equity Research Enhanced UCITS ETF INC-JPY,"0,25%",Distribution,Réplication complète,IE000B5UZSG9
GGRB.L,WisdomTree Global Quality Dividend Growth UCITS ETF GBP Hedged Dist,"0,43%",Distribution,Échantillonnage optimisé,IE000LRRPK60
DE000A3GV1U5.SG,VanEck Polygon ETN,"1,50%",Capitalisation,Physiquement garanti,DE000A3GV1U5
IE000S4A5WE2.SG,UBS S&P 500 Climate Transition ESG UCITS ETF USD acc,"0,07%",Capitalisation,Réplication complète,IE000S4A5WE2
REUSD.PA,BNP Paribas Easy ECPI Circular Economy Leaders UCITS ETF USD,"0,30%",Capitalisation,Réplication complète,LU2533810276
XS5G.L,Xtrackers S&P 500 Swap UCITS ETF 7C GBP Hedged,"0,20%",Capitalisation,Basée sur swap non financé,LU2196473016
FTFX.L,First Trust FactorFX UCITS ETF Acc,"0,75%",Capitalisation,Réplication complète,IE00BD5HBQ97
JE00B78NPQ01.SG,WisdomTree Precious Metals - EUR Daily Hedged,"0,49%",Capitalisation,Basée sur swap,JE00B78NPQ01
XMAU.L,Xtrackers MSCI AC World Screened UCITS ETF 5C - USD Hedged,"0,37%",Capitalisation,Échantillonnage optimisé,IE000WGF1X01
GOOI.L,IncomeShares Alphabet (GOOG) Options ETP,"0,55%",Distribution,Réplication complète,XS2901885041
JE00B78NPY84.SG,WisdomTree Agriculture - EUR Daily Hedged,"0,49%",Capitalisation,Basée sur swap,JE00B78NPY84
BJL0.DE,BNP Paribas Easy Sustainable EUR Corporate Bond December 2027 UCITS ETF D,"0,12%",Distribution,Réplication complète,LU2823898437
EAHG.L,Amundi Index Euro Aggregate SRI UCITS ETF DR Hedged GBP (C),"0,18%",Capitalisation,Échantillonnage,LU2368674045
UCPA.MI,SPDR MSCI USA Climate Paris Aligned UCITS ETF USD Unhedged (Acc),"0,12%",Capitalisation,Réplication complète,IE00BYTH5719
XCOG.L,Amundi Global Aggregate Proceeds Bond 1-10Y UCITS ETF GBP Hedged Dist,"0,15%",Distribution,Échantillonnage,LU1981860585
B28G.L,Invesco BulletShares 2028 USD Corporate Bond UCITS ETF GBP Hdg Dist,"0,12%",Distribution,Échantillonnage,IE000QAO7DD4
F4DE.DE,Ossiam Food for Biodiversity UCITS ETF 1A (EUR),"0,75%",Capitalisation,Réplication complète,IE00BN0YSK89
JESM.DE,JPMorgan Global Emerging Markets Research Enhanced Index Equity SRI Paris Aligned Active UCITS ETF EUR (acc),"0,30%",Capitalisation,Réplication complète,IE000AV35A01
BE29.MI,Invesco BulletShares 2029 EUR Corporate Bond UCITS ETF Dist,"0,10%",Distribution,Échantillonnage,IE000ZC4C5Q1
5PAB.DE,Global X S&P 500 Annual Buffer UCITS ETF USD Accumulating,"0,50%",Capitalisation,Basée sur swap non financé,IE0009BM62P2
GOD10.PA,BNP Paribas Easy JPM ESG EMU Government Bond IG 10Y+ UCITS ETF Dist,"0,15%",Distribution,Réplication complète,LU2742533552
BLUSD.PA,BNP Paribas Easy ECPI Global ESG Blue Economy UCITS ETF USD,"0,31%",Capitalisation,Réplication complète,LU2533813296
JGVE.DE,JPMorgan Global Government Bond Active UCITS ETF EUR Hedged (acc),"0,23%",Capitalisation,Réplication complète,IE0008P6LL15
LU2462217071.SG,Xtrackers II ESG Global Government Bond UCITS ETF 1C,"0,20%",Capitalisation,Échantillonnage optimisé,LU2462217071
AFRHU.PA,Amundi Floating Rate Euro Corporate ESG UCITS ETF USD Hedged (C),"0,20%",Capitalisation,Échantillonnage,LU1923163759
SLVY.L,IncomeShares Silver+ Yield ETP,"0,35%",Distribution,Réplication complète,XS3068774614
IPXE.L,First Trust IPOX Europe Equity Opportunities UCITS ETF Acc,"0,65%",Capitalisation,Réplication complète,IE00BFD26097
USEH.MI,iShares US Equity Enhanced Active UCITS ETF EUR Hedged (Acc),"0,20%",Capitalisation,Réplication complète,IE000R7HJVO6
XGBB.L,Xtrackers USD Corporate Green Bond UCITS ETF 1D GBP Hedged,"0,25%",Distribution,Échantillonnage optimisé,IE000X63FXN4
HYDUS.PA,BNP Paribas Easy ECPI Global ESG Hydrogen Economy UCITS ETF USD,"0,31%",Capitalisation,Réplication complète,LU2533813023
HCAA.L,HSBC MSCI China A UCITS ETF USD (Acc),"0,30%",Capitalisation,Réplication complète,IE000Z4OYPZ6
DGRB.L,WisdomTree US Quality Dividend Growth UCITS ETF - GBP Hedged,"0,35%",Distribution,Échantillonnage optimisé,IE000IGMB3E1
HCBG.L,HSBC Global Corporate Bond UCITS ETF S GBP Hedged,"0,13%",Distribution,Échantillonnage,IE0005FQHJC4
AFRHG.PA,Amundi Floating Rate Euro Corporate ESG UCITS ETF GBP Hedged (C),"0,20%",Capitalisation,Échantillonnage,LU1923163676
JGSE.DE,JPMorgan Global Research Enhanced Index Equity SRI Paris Aligned UCITS ETF EUR Hedged (acc),"0,25%",Capitalisation,Échantillonnage optimisé,IE000UZIKD07
USCBD.PA,BNP Paribas Easy USD Corporate Bond SRI Fossil Free UCITS ETF Dist,"0,20%",Distribution,Réplication complète,LU2616776444
METY.L,IncomeShares META Options ETP,"0,55%",Distribution,Réplication complète,XS2901885553
SCAR.MI,First Trust Bloomberg Scarce Resources UCITS ETF Class A Accumulation,"0,65%",Capitalisation,Réplication complète,IE000BW2B3J3
IE000X9TLGN8.SG,WisdomTree New Economy Real Estate UCITS ETF USD Dist,"0,45%",Distribution,Réplication complète,IE000X9TLGN8
LU1655103726.SG,Ossiam Bloomberg Japan PAB NR UCITS ETF H1C (EUR Hedged),"0,25%",Capitalisation,Réplication complète,LU1655103726
LU2825556892.SG,Fair Oaks AAA CLO Fund UCITS ETF EUR Acc,"0,35%",Capitalisation,Réplication complète,LU2825556892
DHSG.L,WisdomTree US Equity Income UCITS ETF GBP Hedged Acc,"0,35%",Capitalisation,Réplication complète,IE00BD6RZZ53
MTUSD.PA,BNP Paribas Easy ECPI Global ESG Med Tech UCITS ETF USD,"0,31%",Capitalisation,Réplication complète,LU2533811084
BJL1.DE,BNP Paribas Easy JPM ESG EMBI Global Diversified Composite UCITS ETF CHF Hedged,"0,26%",Capitalisation,Réplication complète,LU2868143954
G1CD.DE,Invesco Global Clean Energy UCITS ETF Dist,"0,60%",Distribution,Réplication complète,IE00BLRB0028
METL.L,First Trust Indxx Future Economy Metals UCITS ETF Class A Accumulation,"0,65%",Capitalisation,Réplication complète,IE000UDFKE13
B30G.L,Invesco BulletShares 2030 USD Corporate Bond UCITS ETF GBP Hdg Dist,"0,12%",Distribution,Échantillonnage,IE000Y0DQX41
