Ticker,Nom du fonds,Frais,Distribution,Réplication,ISIN,Annualised_Tracking_Difference
XNID.L,Xtrackers Nifty 50 Swap UCITS ETF 1C,"0,85%",Capitalisation,Basée sur swap non financé,LU0292109690,-1.5
XGIG.L,Xtrackers II Global Inflation-Linked Bond UCITS ETF 3D - GBP Hedged,"0,25%",Distribution,Échantillonnage,LU0641007264,-0.23
IE000HT7E0B1.SG,Xtrackers Nordic Net Zero Pathway Paris Aligned UCITS ETF 1C 1C,"0,15%",Capitalisation,Réplication complète,IE000HT7E0B1,0.42
IE000UX5WPU4.SG,Xtrackers iBoxx EUR Corporate Bond Yield Plus UCITS ETF 1C,"0,25%",Capitalisation,Échantillonnage optimisé,IE000UX5WPU4,-0.17
IE00BL58LJ19.SG,Xtrackers USD Corporate Bond SRI PAB UCITS ETF 1C,"0,16%",Capitalisation,Échantillonnage,IE00BL58LJ19,-0.1
LU1349386927.SG,Xtrackers DAX UCITS ETF 1D,"0,09%",Distribution,Réplication complète,LU1349386927,-0.68
XSTR.L,Xtrackers II GBP Overnight Rate Swap UCITS ETF 1D 1D,"0,10%",Distribution,Basée sur swap non financé,LU0321464652,-0.08
LU2673523481.SG,Xtrackers II Target Maturity Sept 2031 EUR Corporate Bond UCITS ETF 1D,"0,12%",Distribution,Échantillonnage optimisé,LU2673523481,-0.12
XGBE.SW,Xtrackers EUR Corporate Green Bond UCITS ETF 1C,"0,25%",Capitalisation,Échantillonnage optimisé,IE000MCVFK47,-0.26
IE000UMV0L21.SG,Xtrackers MSCI USA ESG UCITS ETF 1D,"0,15%",Distribution,Réplication complète,IE000UMV0L21,0.08
XQUE.MI,Xtrackers ESG USD Emerging Markets Bond Quality Weighted UCITS ETF 2D EUR Hedged,"0,50%",Distribution,Échantillonnage optimisé,IE00BD4DXB77,-2.44
IE0006YM7D84.SG,Xtrackers USD High Yield Corporate Bond Screened UCITS ETF 1C,"0,25%",Capitalisation,Échantillonnage optimisé,IE0006YM7D84,-0.31
IE0003NQ0IY5.SG,Xtrackers MSCI World Quality ESG UCITS ETF 1C 1C,"0,25%",Capitalisation,Réplication complète,IE0003NQ0IY5,-0.11
XUCS.L,Xtrackers MSCI USA Consumer Staples UCITS ETF 1D,"0,12%",Distribution,Réplication complète,IE00BGQYRQ28,0.37
XGII.MI,Xtrackers II Global Inflation-Linked Bond UCITS ETF 1D - EUR Hedged,"0,20%",Distribution,Échantillonnage,LU0962078753,-1.37
XZ2G.L,Xtrackers USD High Yield Corporate Bond Screened UCITS ETF 2C - GBP Hedged,"0,30%",Capitalisation,Échantillonnage optimisé,IE000WHO5BF2,-0.86
XDGM.DE,Xtrackers MDAX ESG Screened UCITS ETF 1D,"0,40%",Distribution,Réplication complète,IE00B9MRJJ36,-0.2
XMOV.SW,Xtrackers Future Mobility UCITS ETF 1C,"0,35%",Capitalisation,Réplication complète,IE00BGV5VR99,-0.23
XDJE.DE,Xtrackers Nikkei 225 UCITS ETF 2D EUR Hedged,"0,19%",Distribution,Réplication complète,LU1875395870,0.44
DBXG.DE,Xtrackers Eurozone Government Bond 25+ UCITS ETF 1C,"0,15%",Capitalisation,Échantillonnage,LU0290357846,-0.12
LU2673523564.SG,Xtrackers II Target Maturity Sept 2033 EUR Corporate Bond UCITS ETF 1D,"0,12%",Distribution,Échantillonnage optimisé,LU2673523564,-0.09
XUT3.L,Xtrackers II US Treasuries 1-3 UCITS ETF 1D,"0,06%",Distribution,Échantillonnage,LU0429458895,-0.12
XMUJ.L,Xtrackers MSCI Japan UCITS ETF 2D USD hedged,"0,40%",Distribution,Réplication complète,LU0927735406,3.53
XYPD.DE,Xtrackers iBoxx Sovereigns Eurozone Yield Plus UCITS ETF 1D,"0,15%",Distribution,Échantillonnage,LU0962071741,-0.15
XSFR.L,Xtrackers S&P Select Frontier Swap UCITS ETF 1C,"0,95%",Capitalisation,Basée sur swap non financé,LU0328476410,-2.01
IE00074JLU02.SG,Xtrackers Japan Net Zero Pathway Paris Aligned UCITS ETF 1C,"0,15%",Capitalisation,Réplication complète,IE00074JLU02,-0.18
XUEM.L,Xtrackers II J.P. Morgan USD Emerging Markets Bond UCITS ETF 2D,"0,25%",Distribution,Échantillonnage,LU0677077884,0.51
XX2D.L,Xtrackers MSCI China A UCITS ETF 1C 1C,"0,35%",Capitalisation,Réplication complète,LU0292109856,1.56
XDWY.DE,Xtrackers MSCI World Screened UCITS ETF 1D,"0,19%",Distribution,Réplication complète,IE00BCHWNQ94,0.02
XCS4.L,Xtrackers MSCI Thailand UCITS ETF 1C,"0,50%",Capitalisation,Réplication complète,LU0514694701,-0.49
XMTD.L,Xtrackers MSCI Taiwan UCITS ETF 1C,"0,65%",Capitalisation,Réplication complète,LU0292109187,-0.55
DX2G.DE,Xtrackers CAC 40 UCITS ETF 1D,"0,20%",Distribution,Réplication complète,LU0322250985,0.37
IE000TL3PL69.SG,Xtrackers MSCI World Momentum ESG UCITS ETF,"0,25%",Capitalisation,Réplication complète,IE000TL3PL69,-0.18
XDND.DE,Xtrackers MSCI North America High Dividend Yield UCITS ETF 1C,"0,39%",Capitalisation,Réplication complète,IE00BH361H73,0.09
XDCC.DE,Xtrackers USD Corporate Bond UCITS ETF 1C,"0,12%",Capitalisation,Échantillonnage,IE00BFMKQC67,-0.07
LU2673523218.SG,Xtrackers II Target Maturity Sept 2027 EUR Corporate Bond UCITS ETF 1D,"0,12%",Distribution,Échantillonnage optimisé,LU2673523218,-0.11
D5BL.DE,Xtrackers MSCI Europe Value UCITS ETF 1C,"0,15%",Capitalisation,Réplication complète,LU0486851024,0.32
XS7R.L,Xtrackers MSCI Europe Financials Screened UCITS ETF 1C 1C,"0,17%",Capitalisation,Réplication complète,LU0292103651,0.35
IE000DNSAS54.SG,Xtrackers MSCI Emerging Markets Climate Transition UCITS ETF 1C 1C,"0,16%",Capitalisation,Réplication complète,IE000DNSAS54,-0.19
0DWR.L,Xtrackers Spanish Equity UCITS ETF 1C,"0,30%",Capitalisation,Réplication complète,LU0592216393,0.35
LU2468423459.SG,Xtrackers II ESG Eurozone Government Bond UCITS ETF 1C,"0,15%",Capitalisation,Échantillonnage optimisé,LU2468423459,-0.15
XCSI.DE,Xtrackers CSI500 Swap UCITS ETF 1C 1C,"0,35%",Capitalisation,Basée sur swap,LU2788421340,10.04
XTCKF,Xtrackers USD High Yield Corporate Bond UCITS ETF 1C,"0,20%",Capitalisation,Échantillonnage,IE00BDR5HN05,-0.22
XZME.DE,Xtrackers MSCI USA ESG UCITS ETF 2C - EUR Hedged,"0,20%",Capitalisation,Réplication complète,IE0000MMQ5M5,-2.83
XQUA.L,Xtrackers ESG USD Emerging Markets Bond Quality Weighted UCITS ETF 1D,"0,45%",Distribution,Échantillonnage optimisé,IE00BD4DX952,-0.23
XDUK.L,Xtrackers FTSE 100 UCITS ETF 1C,"0,09%",Capitalisation,Réplication complète,LU0838780707,-0.12
XGVD.MI,Xtrackers Global Government Bond UCITS ETF 1D EUR hedged,"0,25%",Distribution,Échantillonnage,LU0690964092,0.04
XUKX.L,Xtrackers FTSE 100 UCITS ETF Income 1D,"0,09%",Distribution,Réplication complète,LU0292097234,-0.21
XMBR.L,Xtrackers MSCI Brazil UCITS ETF 1C 1C,"0,25%",Capitalisation,Réplication complète,LU0292109344,-0.72
XBAG.DE,Xtrackers II ESG Global Aggregate Bond UCITS ETF 1D,"0,10%",Distribution,Échantillonnage,LU0942970103,-0.15
IE00BNC1G699.SG,Xtrackers MSCI EMU ESG UCITS ETF 1C,"0,20%",Capitalisation,Réplication complète,IE00BNC1G699,0.36
IE000LAUZQT6.SG,Xtrackers MSCI World Value ESG UCITS ETF 1C 1C,"0,25%",Capitalisation,Réplication complète,IE000LAUZQT6,0.03
XYLD.L,Xtrackers USD Corporate Bond Short Duration SRI PAB UCITS ETF 1D,"0,16%",Distribution,Échantillonnage,IE00BF8J5974,-0.18
IE0007ULOZS8.SG,Xtrackers S&P 500 Scored & Screened UCITS ETF 1C 1C,"0,08%",Capitalisation,Réplication complète,IE0007ULOZS8,0.12
DX2I.DE,Xtrackers MSCI Europe Screened UCITS ETF 1C 1C,"0,12%",Capitalisation,Réplication complète,LU0322253732,0.25
LU2675291913.SG,Xtrackers MSCI Emerging Markets Swap UCITS ETF 1D,"0,18%",Distribution,Basée sur swap non financé,LU2675291913,0.1
DBXI.DE,Xtrackers FTSE MIB UCITS ETF 1D,"0,30%",Distribution,Réplication complète,LU0274212538,0.33
XM1D.DE,Xtrackers MSCI Japan UCITS ETF 1D,"0,12%",Distribution,Réplication complète,LU2581375230,-0.06
IE00BL58LL31.SG,Xtrackers USD Corporate Bond SRI PAB UCITS ETF 2C - EUR Hedged,"0,21%",Capitalisation,Échantillonnage,IE00BL58LL31,-2.1
XDUE.SW,Xtrackers MSCI EMU UCITS ETF 3C CHF hedged,"0,17%",Capitalisation,Réplication complète,LU1215828218,-0.54
XUEN.L,Xtrackers MSCI USA Energy UCITS ETF 1D,"0,12%",Distribution,Réplication complète,IE00BCHWNS19,0.52
XAUS.L,Xtrackers S&P/ASX 200 UCITS ETF 1D,"0,50%",Distribution,Réplication complète,LU0328474803,-0.59
IE000XOQ9TK4.SG,Xtrackers MSCI Next Generation Internet Innovation UCITS ETF 1C 1C,"0,30%",Capitalisation,Réplication complète,IE000XOQ9TK4,-0.23
IE00028H9QJ8.SG,Xtrackers USD Corporate Green Bond UCITS ETF 1C EUR Hedged,"0,25%",Capitalisation,Échantillonnage optimisé,IE00028H9QJ8,-2.24
XZEP.DE,Xtrackers MSCI Europe ESG UCITS ETF 1D,"0,18%",Distribution,Réplication complète,IE0004ZJGWT9,0.06
XDNE.DE,Xtrackers MSCI Japan Screened UCITS ETF 3C - EUR Hedged,"0,25%",Capitalisation,Réplication complète,IE00BRB36B93,2.46
XDPC.SW,Xtrackers S&P 500 UCITS ETF 3C CHF hedged,"0,20%",Capitalisation,Réplication complète,IE00B8KMSQ34,-5.03
IE000QVYFUT7.SG,Xtrackers India Government Bond UCITS ETF 1C 1C,"0,33%",Capitalisation,Réplication complète,IE000QVYFUT7,-1.08
XDEX.L,Xtrackers MSCI Emerging Markets ex China UCITS ETF 1C,"0,16%",Capitalisation,Réplication complète,IE00BM67HJ62,0.11
XS3R.L,Xtrackers MSCI Europe Consumer Staples Screened UCITS ETF 1C 1C,"0,17%",Capitalisation,Réplication complète,LU0292105359,-0.05
XUHG.L,Xtrackers USD High Yield Corporate Bond UCITS ETF 4D GBP Hedged,"0,25%",Distribution,Échantillonnage,IE00BG04LV15,-1.13
LU2469465822.SG,Xtrackers MSCI China A Screened Swap UCITS ETF 1C 1C,"0,29%",Capitalisation,Basée sur swap non financé,LU2469465822,2.65
XUEB.L,Xtrackers II J.P. Morgan USD Emerging Markets Bond UCITS ETF 2C,"0,25%",Capitalisation,Échantillonnage,LU1920015440,0.79
IE000VXC51U5.SG,Xtrackers MSCI AC World Screened UCITS ETF 2C - EUR Hedged,"0,37%",Capitalisation,Échantillonnage optimisé,IE000VXC51U5,0.49
XS6R.L,Xtrackers MSCI Europe Utilities Screened UCITS ETF 1C 1C,"0,17%",Capitalisation,Réplication complète,LU0292104899,0.34
XS8R.L,Xtrackers MSCI Europe Information Technology Screened UCITS ETF 1C 1C,"0,17%",Capitalisation,Réplication complète,LU0292104469,-0.11
XMAF.L,Xtrackers MSCI EFM Africa Top 50 Capped Swap UCITS ETF 1C,"0,65%",Capitalisation,Basée sur swap non financé,LU0592217524,-1.2
KJ7.SI,Xtrackers MSCI Indonesia Swap UCITS ETF 1C,"0,65%",Capitalisation,Basée sur swap non financé,LU0476289623,-0.76
XKS2.L,Xtrackers MSCI Korea UCITS ETF 1C 1C,"0,45%",Capitalisation,Réplication complète,LU0292100046,-0.4
LU0478205965.SG,Xtrackers II EUR Corporate Bond UCITS ETF 1D,"0,09%",Distribution,Échantillonnage optimisé,LU0478205965,-0.13
LU2552296563.SG,Xtrackers II iBoxx Eurozone Government Bond Yield Plus 1-3 UCITS ETF 2D,"0,15%",Distribution,Échantillonnage,LU2552296563,-0.15
XSPR.L,Xtrackers MSCI Europe Materials Screened UCITS ETF 1C 1C,"0,17%",Capitalisation,Réplication complète,LU0292100806,0.05
XMLA.L,Xtrackers MSCI EM Latin America ESG Swap UCITS ETF 1C,"0,40%",Capitalisation,Basée sur swap non financé,LU0292108619,-0.63
IE0006GNB732.SG,Xtrackers EUR High Yield Corporate Bond SRI PAB UCITS ETF 1C 1C,"0,25%",Capitalisation,Échantillonnage optimisé,IE0006GNB732,-0.52
IE000TZT8TI0.SG,Xtrackers Emerging Markets Net Zero Pathway Paris Aligned UCITS ETF,"0,20%",Capitalisation,Réplication complète,IE000TZT8TI0,-0.3
XSNR.L,Xtrackers MSCI Europe Industrials Screened UCITS ETF 1C 1C,"0,17%",Capitalisation,Réplication complète,LU0292106084,0.22
XMCX.L,Xtrackers FTSE 250 UCITS ETF 1D,"0,15%",Distribution,Réplication complète,LU0292097317,-0.31
XBGB.L,Xtrackers II Germany Government Bond UCITS ETF 2D - GBP Hedged,"0,20%",Distribution,Échantillonnage,LU2523866296,1.5
X7GB.L,Xtrackers II Eurozone Government Bond 7-10 UCITS ETF 1D - GBP Hedged,"0,20%",Distribution,Échantillonnage,LU2523865728,1.47
XCS2M.XC,Xtrackers II Australia Government Bond UCITS ETF 1C,"0,25%",Capitalisation,Échantillonnage,LU0494592974,-0.25
XZDE.DE,Xtrackers MSCI Europe High Dividend Yield ESG UCITS ETF 1D 1D,"0,25%",Distribution,Réplication complète,IE000WQ16XQ4,0.2
XNZW.DE,Xtrackers World Net Zero Pathway Paris Aligned UCITS ETF 1C 1C,"0,19%",Capitalisation,Réplication complète,IE000UZCJS58,0.0
X03C.DE,Xtrackers II Eurozone Government Bond 3-5 UCITS ETF 1D,"0,15%",Distribution,Échantillonnage,LU0614173895,-0.1
XCS3.L,Xtrackers MSCI Malaysia UCITS ETF 1C,"0,50%",Capitalisation,Réplication complète,LU0514694370,-0.54
XZDW.DE,Xtrackers MSCI World High Dividend Yield ESG UCITS ETF 1D 1D,"0,25%",Distribution,Réplication complète,IE000NS5HRY9,0.11
XPHG.L,Xtrackers MSCI Philippines UCITS ETF 1C,"0,65%",Capitalisation,Réplication complète,LU0592215403,-0.74
XCTW.DE,Xtrackers MSCI World Climate Transition UCITS ETF,"0,04%",Capitalisation,Réplication complète,IE000P4AYI47,0.02
XG7U.L,Xtrackers II Global Inflation-Linked Bond UCITS ETF 2C - USD Hedged,"0,25%",Capitalisation,Échantillonnage,LU0641007009,0.34
XUFB.L,Xtrackers MSCI USA Banks UCITS ETF 1D,"0,12%",Distribution,Réplication complète,IE00BDVPTJ63,0.36
XZEG.DE,Xtrackers II ESG Global Government Bond UCITS ETF 4D EUR Hedged,"0,25%",Distribution,Échantillonnage optimisé,LU2385068593,0.63
XMXD.L,"Xtrackers MSCI EM Europe, Middle East and Africa ESG Swap UCITS ETF 1C","0,65%",Capitalisation,Basée sur swap non financé,LU0292109005,-0.78
XGLF.DE,Xtrackers MSCI GCC Select Swap UCITS ETF 1C,"0,65%",Capitalisation,Basée sur swap non financé,IE00BQXKVQ19,-1.04
IE00036F4K40.SG,Xtrackers MSCI Global SDG 3 Good Health UCITS ETF 1C 1C,"0,35%",Capitalisation,Réplication complète,IE00036F4K40,-0.18
D5BC.DE,Xtrackers II Germany Government Bond 1-3 UCITS ETF 1D 1D,"0,15%",Distribution,Échantillonnage,LU0468897110,-0.15
XYLE.DE,Xtrackers USD Corporate Bond Short Duration SRI PAB UCITS ETF 2C - EUR Hedged,"0,21%",Capitalisation,Échantillonnage,IE00BFMKQ930,-2.37
IE0008YN0OY8.SG,Xtrackers MSCI World Minimum Volatility ESG UCITS ETF 1C 1C,"0,25%",Capitalisation,Réplication complète,IE0008YN0OY8,0.03
LU2158769930.SG,Xtrackers II J.P. Morgan EM Local Government Bond UCITS ETF 1D 1D,"0,25%",Distribution,Échantillonnage,LU2158769930,-0.35
CGB.DE,Xtrackers II Harvest China Government Bond UCITS ETF 1D,"0,20%",Distribution,Échantillonnage,LU1094612022,-0.22
XDNG.L,Xtrackers MSCI Japan Screened UCITS ETF 2D - GBP Hedged,"0,25%",Distribution,Réplication complète,IE00BPVLQF37,4.22
LU2376679564.SG,Xtrackers Harvest MSCI China Tech 100 UCITS ETF 1C 1C,"0,44%",Capitalisation,Réplication complète,LU2376679564,-0.54
IE00BG04LT92.SG,Xtrackers USD High Yield Corporate Bond UCITS ETF 2C EUR Hedged,"0,25%",Capitalisation,Échantillonnage optimisé,IE00BG04LT92,-2.43
IE0002ZM3JI1.SG,Xtrackers USA Net Zero Pathway Paris Aligned UCITS ETF 1C,"0,10%",Capitalisation,Réplication complète,IE0002ZM3JI1,0.08
IE0003W9O921.SG,Xtrackers USD Corporate Green Bond UCITS ETF 2C Acc USD,"0,25%",Capitalisation,Échantillonnage optimisé,IE0003W9O921,-0.3
LU2504532487.SG,Xtrackers II Eurozone Government Green Bond UCITS ETF 1D 1D,"0,18%",Distribution,Échantillonnage optimisé,LU2504532487,-0.14
XBI0.DE,Xtrackers World Biodiversity Focus SRI UCITS ETF 1C 1C,"0,30%",Capitalisation,Réplication complète,IE000E0V65D8,-0.1
XZDZ.DE,Xtrackers MSCI EMU High Dividend Yield ESG UCITS ETF 1D 1D,"0,25%",Distribution,Réplication complète,IE000VCBWFL8,0.4
IE000YDOORK7.SG,Xtrackers MSCI Fintech Innovation UCITS ETF 1C 1C,"0,30%",Capitalisation,Réplication complète,IE000YDOORK7,-0.24
XDCH.SW,Xtrackers DAX ESG Screened UCITS ETF 4C CHF Hedged,"0,19%",Capitalisation,Réplication complète,LU1221102491,-2.1
IE000JZYIUN0.SG,Xtrackers MSCI Global SDG 7 Affordable and Clean Energy UCITS ETF 1C 1C,"0,35%",Capitalisation,Réplication complète,IE000JZYIUN0,-0.2
LU2641054122.SG,Xtrackers II Eurozone Government Bond 0-1 UCITS ETF 1C,"0,07%",Capitalisation,Échantillonnage optimisé,LU2641054122,0.08
LU2504532131.SG,Xtrackers II TIPS US Inflation-Linked Bond UCITS ETF 1C 1C,"0,07%",Capitalisation,Échantillonnage optimisé,LU2504532131,-0.06
XCEU.DE,Xtrackers MSCI EMU Climate Transition UCITS ETF 1C 1C,"0,12%",Capitalisation,Réplication complète,IE000W6L2AI3,0.47
IE000V0GDVU7.SG,Xtrackers MSCI Global SDG 11 Sustainable Cities UCITS ETF 1C 1C,"0,35%",Capitalisation,Réplication complète,IE000V0GDVU7,-0.24
XECT.DE,Xtrackers MSCI Europe Climate Transition UCITS ETF 1C 1C,"0,04%",Capitalisation,Réplication complète,IE000N9MLVT1,0.26
AH50.DE,Xtrackers Harvest FTSE China A-H 50 UCITS ETF 1D,"0,65%",Distribution,Réplication complète,LU1310477036,-1.26
IE0004KLW911.SG,Xtrackers ESG USD Emerging Markets Bond Quality Weighted UCITS ETF 1C,"0,45%",Capitalisation,Échantillonnage optimisé,IE0004KLW911,-0.49
XMVE.DE,Xtrackers MSCI EMU Screened UCITS ETF 1D 1D,"0,12%",Distribution,Réplication complète,IE00BDGN9Z19,0.42
XDUD.SW,Xtrackers DAX ESG Screened UCITS ETF 2C USD Hedged,"0,19%",Capitalisation,Réplication complète,LU1221100792,3.2
IE000PSF3A70.SG,Xtrackers MSCI Global SDGs UCITS ETF 1C 1C,"0,35%",Capitalisation,Réplication complète,IE000PSF3A70,-0.23
XBAT.DE,Xtrackers II Target Maturity Sept 2029 Italy and Spain Government Bond UCITS ETF 1C 1C,"0,12%",Capitalisation,Échantillonnage,LU0484969463,0.06
XSXE.DE,Xtrackers Stoxx Europe 600 UCITS ETF 2C - EUR Hedged,"0,25%",Capitalisation,Réplication complète,LU1772333404,-0.39
XBUZ.DE,Xtrackers USA Biodiversity Focus SRI UCITS ETF 1C 1C,"0,30%",Capitalisation,Réplication complète,IE000LOSV2D0,-0.11
XUTG.L,Xtrackers II US Treasuries UCITS ETF 2C - GBP Hedged,"0,10%",Capitalisation,Échantillonnage,LU2610432036,-0.35
XBEE.DE,Xtrackers Europe Biodiversity Focus SRI UCITS ETF 1C 1C,"0,30%",Capitalisation,Réplication complète,IE000VMAR5O6,-0.07
IE000Y6L6LE6.SG,Xtrackers EMU Net Zero Pathway Paris Aligned UCITS ETF 1C 1C,"0,15%",Capitalisation,Réplication complète,IE000Y6L6LE6,0.37
IE000GYDNJS5.SG,Xtrackers MSCI USA Climate Transition UCITS ETF 1D 1D,"0,04%",Distribution,Réplication complète,IE000GYDNJS5,0.14
DXSG.DE,Xtrackers MSCI Europe Communication Services Screened UCITS ETF 1C 1C,"0,17%",Capitalisation,Réplication complète,LU0292104030,0.04
IE0007WJ6B10.SG,Xtrackers MSCI Global Clean Water & Sanitation UCITS ETF 1C 1C,"0,35%",Capitalisation,Réplication complète,IE0007WJ6B10,-0.12
IE0006FFX5U1.SG,Xtrackers MSCI Innovation UCITS ETF 1C 1C,"0,30%",Capitalisation,Réplication complète,IE0006FFX5U1,-0.3
IE00BNKF6C99.SG,Xtrackers MSCI Europe Consumer Discretionary Screened UCITS ETF 1C,"0,17%",Capitalisation,Réplication complète,IE00BNKF6C99,0.15
LU2278080713.SG,Xtrackers Bloomberg Commodity Swap UCITS ETF 1C,"0,19%",Capitalisation,Basée sur swap non financé,LU2278080713,-0.07
IE0001JH5CB4.SG,Xtrackers Europe Net Zero Pathway Paris Aligned UCITS ETF 1C,"0,15%",Capitalisation,Réplication complète,IE0001JH5CB4,0.15
XBGG.L,Xtrackers II ESG Global Aggregate Bond UCITS ETF 3D - GBP Hedged,"0,10%",Distribution,Échantillonnage,LU0942970368,-0.68
IE000KD0BZ68.SG,Xtrackers MSCI Genomic Healthcare Innovation UCITS ETF 1C 1C,"0,30%",Capitalisation,Réplication complète,IE000KD0BZ68,-0.24
XDNU.L,Xtrackers MSCI Japan Screened UCITS ETF 4C - USD Hedged,"0,25%",Capitalisation,Réplication complète,IE00BTGD1B38,5.21
LU2662649412.SG,Xtrackers II US Treasuries 10+ UCITS ETF 1D,"0,06%",Distribution,Échantillonnage,LU2662649412,-0.04
XZDU.DE,Xtrackers MSCI USA High Dividend Yield ESG UCITS ETF 1D 1D,"0,25%",Distribution,Réplication complète,IE000V04SL39,0.09
XG12.L,Xtrackers MSCI Global Circular Economy UCITS ETF 1C 1C,"0,35%",Capitalisation,Réplication complète,IE000Y6ZXZ48,-0.26
LU2641053827.SG,Xtrackers II iBoxx Eurozone Government Bond Yield Plus 0-1 UCITS ETF 1C,"0,07%",Capitalisation,Échantillonnage optimisé,LU2641053827,0.09
IE0006FDYJF8.SG,Xtrackers MSCI Japan Climate Transition UCITS ETF 1D 1D,"0,04%",Distribution,Réplication complète,IE0006FDYJF8,-0.15
XZWG.DE,Xtrackers II ESG Global Government Bond UCITS ETF 1D,"0,20%",Distribution,Échantillonnage optimisé,LU2385068163,-0.18
IE00BDB7J586.SG,Xtrackers MSCI USA Minimum Volatility UCITS ETF 1D,"0,20%",Distribution,Réplication complète,IE00BDB7J586,0.18
LU2662649503.SG,Xtrackers II US Treasuries 3-7 UCITS ETF 1D,"0,06%",Distribution,Échantillonnage,LU2662649503,-0.04
LU2662649685.SG,Xtrackers II US Treasuries 7-10 UCITS ETF 1D,"0,06%",Distribution,Échantillonnage,LU2662649685,-0.04
LU2361257269.SG,Xtrackers II J.P. Morgan USD Emerging Markets Bond UCITS ETF 1D - EUR Hedged,"0,40%",Distribution,Échantillonnage optimisé,LU2361257269,-1.07
XDBG.L,Xtrackers Bloomberg Commodity ex-Agriculture & Livestock Swap UCITS ETF 3C GBP Hedged,"0,39%",Capitalisation,Basée sur swap non financé,LU0460391906,-1.39
XLIQ.DE,Xtrackers II EUR Covered Bond Swap UCITS ETF 1C 1C,"0,20%",Capitalisation,Basée sur swap non financé,LU0820950128,-0.2
XDGS.DE,Xtrackers MSCI Global Social Fairness Contributors UCITS ETF 1C 1C,"0,35%",Capitalisation,Réplication complète,IE000L2IS494,-0.1
XBUS.L,Xtrackers II Germany Government Bond UCITS ETF 2C - USD Hedged,"0,20%",Capitalisation,Échantillonnage,LU2523866379,1.75
XGED.L,Xtrackers II Eurozone Government Bond 3-5 UCITS ETF 2C - USD Hedged,"0,20%",Capitalisation,Échantillonnage optimisé,LU2606231335,1.73
SDG9.L,"Xtrackers MSCI Global SDG 9 Industry, Innovation & Infrastructure UCITS ETF 1C 1C","0,35%",Capitalisation,Réplication complète,IE0005E47AH7,-0.3
XZWS.L,Xtrackers II ESG Global Government Bond UCITS ETF 2D - GBP Hedged,"0,25%",Distribution,Échantillonnage,LU2385068247,2.03
XS5G.L,Xtrackers S&P 500 Swap UCITS ETF 7C GBP Hedged,"0,20%",Capitalisation,Basée sur swap non financé,LU2196473016,-1.15
XMAU.L,Xtrackers MSCI AC World Screened UCITS ETF 5C - USD Hedged,"0,37%",Capitalisation,Échantillonnage optimisé,IE000WGF1X01,3.4
LU2462217071.SG,Xtrackers II ESG Global Government Bond UCITS ETF 1C,"0,20%",Capitalisation,Échantillonnage optimisé,LU2462217071,-0.18
XGBB.L,Xtrackers USD Corporate Green Bond UCITS ETF 1D GBP Hedged,"0,25%",Distribution,Échantillonnage optimisé,IE000X63FXN4,-0.88
XZUD.L,Xtrackers II ESG Global Government Bond UCITS ETF 3D - USD Hedged,"0,25%",Distribution,Échantillonnage,LU2385068320,2.6
